日期,活动名,玩家,桌号,胜负,时长
2026-02-07,桌游嘉年华,玩家005,3,胜,86
2026-02-07,桌游嘉年华,玩家030,3,平,86
2026-02-07,桌游嘉年华,玩家050,1,平,45
2026-02-07,桌游嘉年华,玩家019,1,平,45
2026-02-07,桌游嘉年华,玩家043,1,负,45
2026-02-07,桌游嘉年华,玩家030,1,胜,45
2026-02-07,桌游嘉年华,玩家003,1,负,45
2026-02-07,桌游嘉年华,玩家036,1,平,45
2026-02-07,桌游嘉年华,玩家026,1,胜,45
2026-02-07,桌游嘉年华,玩家030,1,胜,69
2026-02-07,桌游嘉年华,玩家037,1,负,69
2026-02-07,桌游嘉年华,玩家005,1,平,69
2026-02-07,桌游嘉年华,玩家036,1,平,69
2026-02-07,桌游嘉年华,玩家047,1,胜,69
2026-02-07,桌游嘉年华,玩家039,1,负,69
2026-02-07,桌游嘉年华,玩家021,1,负,69
2026-02-08,桌游嘉年华,玩家041,5,胜,111
2026-02-08,桌游嘉年华,玩家013,5,胜,111
2026-02-08,桌游嘉年华,玩家034,5,胜,111
2026-02-08,桌游嘉年华,玩家008,5,平,111
2026-02-08,桌游嘉年华,玩家034,3,平,65
2026-02-08,桌游嘉年华,玩家013,3,负,65
2026-02-08,桌游嘉年华,玩家041,3,胜,65
2026-02-08,桌游嘉年华,玩家033,3,平,65
2026-02-08,桌游嘉年华,玩家050,3,负,65
2026-02-08,桌游嘉年华,玩家008,3,胜,65
2026-02-08,桌游嘉年华,玩家033,3,平,70
2026-02-08,桌游嘉年华,玩家050,3,胜,70
2026-02-08,桌游嘉年华,玩家008,3,胜,70
2026-02-08,桌游嘉年华,玩家013,3,平,70
2026-02-08,桌游嘉年华,玩家034,3,负,70
2026-02-08,桌游嘉年华,玩家041,3,平,70
2026-02-08,桌游嘉年华,玩家034,5,负,97
2026-02-08,桌游嘉年华,玩家041,5,负,97
2026-02-08,桌游嘉年华,玩家050,5,平,97
2026-02-08,桌游嘉年华,玩家013,5,胜,97
2026-02-08,桌游嘉年华,玩家008,5,胜,97
2026-02-08,桌游嘉年华,玩家050,2,胜,118
2026-02-08,桌游嘉年华,玩家041,2,平,118
2026-02-08,桌游嘉年华,玩家013,2,平,118
2026-02-08,桌游嘉年华,玩家034,2,胜,118
2026-02-08,桌游嘉年华,玩家033,2,负,118
2026-02-08,桌游嘉年华,玩家008,2,胜,118
2026-02-08,桌游嘉年华,玩家013,5,负,117
2026-02-08,桌游嘉年华,玩家033,5,负,117
2026-02-08,桌游嘉年华,玩家041,5,负,117
2026-02-08,桌游嘉年华,玩家034,5,负,117
2026-02-08,桌游嘉年华,玩家050,5,负,117
2026-02-08,桌游嘉年华,玩家008,5,平,117
2026-02-08,新手教学日,玩家012,2,平,97
2026-02-08,新手教学日,玩家039,2,平,97
2026-02-08,新手教学日,玩家037,2,胜,97
2026-02-08,新手教学日,玩家013,2,平,97
2026-02-08,新手教学日,玩家042,2,胜,97
2026-02-08,新手教学日,玩家005,2,平,84
2026-02-08,新手教学日,玩家012,2,负,84
2026-02-08,新手教学日,玩家041,2,平,84
2026-02-08,新手教学日,玩家039,2,平,84
2026-02-08,新手教学日,玩家049,3,胜,44
2026-02-08,新手教学日,玩家041,3,胜,44
2026-02-08,新手教学日,玩家037,3,负,44
2026-02-08,新手教学日,玩家039,3,胜,44
2026-02-08,新手教学日,玩家032,3,负,44
2026-02-08,新手教学日,玩家038,4,负,42
2026-02-08,新手教学日,玩家037,4,平,42
2026-02-08,新手教学日,玩家010,4,负,42
2026-02-08,新手教学日,玩家030,4,平,42
2026-02-08,新手教学日,玩家012,4,负,42
2026-02-09,节日特别场,玩家020,2,平,70
2026-02-09,节日特别场,玩家023,2,平,70
2026-02-09,节日特别场,玩家005,2,平,70
2026-02-09,节日特别场,玩家033,2,平,70
2026-02-09,节日特别场,玩家030,2,平,70
2026-02-09,节日特别场,玩家030,5,胜,25
2026-02-09,节日特别场,玩家023,5,平,25
2026-02-09,节日特别场,玩家033,5,平,25
2026-02-09,节日特别场,玩家005,5,负,25
2026-02-09,节日特别场,玩家020,1,负,70
2026-02-09,节日特别场,玩家023,1,负,70
2026-02-09,节日特别场,玩家030,1,负,70
2026-02-09,节日特别场,玩家033,1,胜,70
2026-02-09,节日特别场,玩家005,1,负,70
2026-02-09,节日特别场,玩家023,3,平,112
2026-02-09,节日特别场,玩家033,3,胜,112
2026-02-09,节日特别场,玩家020,3,胜,112
2026-02-09,节日特别场,玩家005,3,平,112
2026-02-09,节日特别场,玩家030,3,平,112
2026-02-09,节日特别场,玩家020,5,负,42
2026-02-09,节日特别场,玩家030,5,平,42
2026-02-09,节日特别场,玩家033,5,平,42
2026-02-09,节日特别场,玩家005,5,胜,42
2026-02-09,节日特别场,玩家023,5,负,42
2026-02-09,卡牌对战赛,玩家025,3,负,101
2026-02-09,卡牌对战赛,玩家006,3,胜,101
2026-02-09,卡牌对战赛,玩家042,3,平,101
2026-02-09,卡牌对战赛,玩家039,3,平,101
2026-02-09,卡牌对战赛,玩家040,3,负,101
2026-02-09,卡牌对战赛,玩家033,3,平,101
2026-02-09,卡牌对战赛,玩家006,5,平,92
2026-02-09,卡牌对战赛,玩家039,5,胜,92
2026-02-09,卡牌对战赛,玩家033,5,胜,92
2026-02-09,卡牌对战赛,玩家042,5,胜,92
2026-02-09,卡牌对战赛,玩家040,5,胜,92
2026-02-09,卡牌对战赛,玩家025,5,平,92
2026-02-10,策略桌游会,玩家010,4,胜,36
2026-02-10,策略桌游会,玩家007,4,胜,36
2026-02-10,策略桌游会,玩家006,4,平,36
2026-02-10,策略桌游会,玩家004,4,负,36
2026-02-10,策略桌游会,玩家039,4,胜,36
2026-02-10,策略桌游会,玩家021,4,负,36
2026-02-10,策略桌游会,玩家022,4,负,78
2026-02-10,策略桌游会,玩家021,4,负,78
2026-02-10,策略桌游会,玩家007,4,胜,78
2026-02-10,策略桌游会,玩家039,4,平,78
2026-02-10,策略桌游会,玩家029,4,平,78
2026-02-10,策略桌游会,玩家010,4,胜,78
2026-02-10,策略桌游会,玩家033,4,胜,78
2026-02-10,新手教学日,玩家005,3,胜,24
2026-02-10,新手教学日,玩家041,3,胜,24
2026-02-10,新手教学日,玩家027,3,平,24
2026-02-10,新手教学日,玩家024,3,平,24
2026-02-10,新手教学日,玩家025,3,平,24
2026-02-10,新手教学日,玩家048,3,负,24
2026-02-10,新手教学日,玩家042,3,负,24
2026-02-10,新手教学日,玩家044,3,胜,24
2026-02-10,新手教学日,玩家039,1,平,56
2026-02-10,新手教学日,玩家025,1,平,56
2026-02-10,新手教学日,玩家036,1,平,56
2026-02-10,新手教学日,玩家005,1,平,56
2026-02-10,新手教学日,玩家007,5,负,118
2026-02-10,新手教学日,玩家041,5,负,118
2026-02-10,新手教学日,玩家025,5,负,118
2026-02-10,新手教学日,玩家004,5,负,118
2026-02-10,新手教学日,玩家046,5,胜,118
2026-02-10,新手教学日,玩家044,5,负,118
2026-02-10,新手教学日,玩家024,5,平,118
2026-02-10,新手教学日,玩家019,5,胜,118
2026-02-10,新手教学日,玩家025,3,胜,87
2026-02-10,新手教学日,玩家019,3,平,87
2026-02-10,新手教学日,玩家042,3,胜,87
2026-02-10,新手教学日,玩家022,3,平,87
2026-02-10,新手教学日,玩家044,3,胜,87
2026-02-10,新手教学日,玩家041,3,胜,87
2026-02-10,新手教学日,玩家039,3,平,87
2026-02-10,新手教学日,玩家004,5,平,120
2026-02-10,新手教学日,玩家042,5,负,120
2026-02-10,新手教学日,玩家036,5,负,120
2026-02-10,新手教学日,玩家046,5,平,120
2026-02-10,新手教学日,玩家041,3,负,92
2026-02-10,新手教学日,玩家046,3,平,92
2026-02-10,新手教学日,玩家036,3,平,92
2026-02-10,新手教学日,玩家044,3,平,92
2026-02-10,新手教学日,玩家025,3,负,92
2026-02-10,新手教学日,玩家007,3,负,92
2026-02-11,深夜桌游局,玩家028,5,平,79
2026-02-11,深夜桌游局,玩家043,5,胜,79
2026-02-11,深夜桌游局,玩家042,5,平,79
2026-02-11,深夜桌游局,玩家022,5,胜,79
2026-02-11,深夜桌游局,玩家039,5,平,79
2026-02-11,深夜桌游局,玩家022,4,胜,101
2026-02-11,深夜桌游局,玩家044,4,平,101
2026-02-11,深夜桌游局,玩家020,4,负,101
2026-02-11,深夜桌游局,玩家050,4,负,101
2026-02-11,深夜桌游局,玩家033,4,胜,101
2026-02-11,深夜桌游局,玩家043,4,负,101
2026-02-11,深夜桌游局,玩家042,4,负,101
2026-02-11,深夜桌游局,玩家033,5,平,112
2026-02-11,深夜桌游局,玩家002,5,平,112
2026-02-11,深夜桌游局,玩家042,5,胜,112
2026-02-11,深夜桌游局,玩家022,5,胜,112
2026-02-11,深夜桌游局,玩家012,5,胜,112
2026-02-11,深夜桌游局,玩家044,5,负,112
2026-02-11,深夜桌游局,玩家024,5,负,112
2026-02-11,深夜桌游局,玩家034,5,平,112
2026-02-12,三国杀争霸,玩家010,4,负,88
2026-02-12,三国杀争霸,玩家011,4,负,88
2026-02-12,三国杀争霸,玩家025,4,负,88
2026-02-12,三国杀争霸,玩家040,4,平,88
2026-02-12,三国杀争霸,玩家012,1,胜,28
2026-02-12,三国杀争霸,玩家047,1,负,28
2026-02-12,三国杀争霸,玩家045,1,胜,28
2026-02-12,三国杀争霸,玩家010,1,负,28
2026-02-12,三国杀争霸,玩家039,1,负,28
2026-02-12,三国杀争霸,玩家011,1,平,28
2026-02-12,三国杀争霸,玩家025,1,平,28
2026-02-12,三国杀争霸,玩家040,1,胜,28
2026-02-12,三国杀争霸,玩家040,5,负,54
2026-02-12,三国杀争霸,玩家025,5,胜,54
2026-02-12,三国杀争霸,玩家012,5,负,54
2026-02-12,三国杀争霸,玩家039,5,胜,54
2026-02-12,三国杀争霸,玩家010,5,负,54
2026-02-12,三国杀争霸,玩家011,5,负,54
2026-02-12,三国杀争霸,玩家047,5,负,54
2026-02-12,三国杀争霸,玩家045,5,胜,54
2026-02-12,三国杀争霸,玩家010,5,平,76
2026-02-12,三国杀争霸,玩家039,5,胜,76
2026-02-12,三国杀争霸,玩家047,5,负,76
2026-02-12,三国杀争霸,玩家040,5,平,76
2026-02-12,三国杀争霸,玩家025,5,胜,76
2026-02-12,三国杀争霸,玩家012,5,胜,76
2026-02-12,三国杀争霸,玩家012,3,平,46
2026-02-12,三国杀争霸,玩家040,3,胜,46
2026-02-12,三国杀争霸,玩家010,3,负,46
2026-02-12,三国杀争霸,玩家025,3,负,46
2026-02-12,三国杀争霸,玩家039,3,平,46
2026-02-12,三国杀争霸,玩家045,3,平,46
2026-02-12,三国杀争霸,玩家011,3,胜,46
2026-02-12,狼人杀之夜,玩家016,3,胜,25
2026-02-12,狼人杀之夜,玩家019,3,平,25
2026-02-12,狼人杀之夜,玩家027,3,平,25
2026-02-12,狼人杀之夜,玩家011,3,平,25
2026-02-12,狼人杀之夜,玩家030,3,负,44
2026-02-12,狼人杀之夜,玩家024,3,负,44
2026-02-12,狼人杀之夜,玩家019,3,平,44
2026-02-12,狼人杀之夜,玩家020,3,负,44
2026-02-13,桌游嘉年华,玩家026,1,平,91
2026-02-13,桌游嘉年华,玩家033,1,胜,91
2026-02-13,桌游嘉年华,玩家025,1,胜,91
2026-02-13,桌游嘉年华,玩家002,1,平,91
2026-02-13,桌游嘉年华,玩家023,1,负,91
2026-02-13,桌游嘉年华,玩家006,1,平,91
2026-02-13,桌游嘉年华,玩家026,3,负,98
2026-02-13,桌游嘉年华,玩家006,3,平,98
2026-02-13,桌游嘉年华,玩家016,3,负,98
2026-02-13,桌游嘉年华,玩家027,3,胜,98
2026-02-13,桌游嘉年华,玩家002,3,胜,98
2026-02-13,桌游嘉年华,玩家009,3,胜,98
2026-02-13,桌游嘉年华,玩家004,4,负,74
2026-02-13,桌游嘉年华,玩家049,4,胜,74
2026-02-13,桌游嘉年华,玩家002,4,平,74
2026-02-13,桌游嘉年华,玩家022,4,平,74
2026-02-13,桌游嘉年华,玩家015,5,胜,88
2026-02-13,桌游嘉年华,玩家006,5,负,88
2026-02-13,桌游嘉年华,玩家044,5,平,88
2026-02-13,桌游嘉年华,玩家021,5,胜,88
2026-02-13,桌游嘉年华,玩家004,5,胜,88
2026-02-13,桌游嘉年华,玩家009,5,平,88
2026-02-13,桌游嘉年华,玩家022,5,负,88
2026-02-13,桌游嘉年华,玩家006,1,负,53
2026-02-13,桌游嘉年华,玩家007,1,负,53
2026-02-13,桌游嘉年华,玩家022,1,胜,53
2026-02-13,桌游嘉年华,玩家004,1,平,53
2026-02-13,桌游嘉年华,玩家010,1,平,53
2026-02-13,桌游嘉年华,玩家027,1,负,53
2026-02-13,桌游嘉年华,玩家009,1,负,53
2026-02-14,卡牌对战赛,玩家020,4,负,81
2026-02-14,卡牌对战赛,玩家040,4,胜,81
2026-02-14,卡牌对战赛,玩家035,4,负,81
2026-02-14,卡牌对战赛,玩家027,4,负,81
2026-02-14,卡牌对战赛,玩家008,5,负,29
2026-02-14,卡牌对战赛,玩家030,5,平,29
2026-02-14,卡牌对战赛,玩家020,5,负,29
2026-02-14,卡牌对战赛,玩家041,5,负,29
2026-02-14,卡牌对战赛,玩家048,5,平,29
2026-02-14,卡牌对战赛,玩家027,5,负,29
2026-02-14,卡牌对战赛,玩家050,5,胜,29
2026-02-14,卡牌对战赛,玩家040,5,平,29
2026-02-14,卡牌对战赛,玩家008,2,负,95
2026-02-14,卡牌对战赛,玩家040,2,负,95
2026-02-14,卡牌对战赛,玩家041,2,平,95
2026-02-14,卡牌对战赛,玩家020,2,负,95
2026-02-14,卡牌对战赛,玩家027,2,平,95
2026-02-14,卡牌对战赛,玩家004,2,平,95
2026-02-14,卡牌对战赛,玩家048,2,胜,95
2026-02-14,卡牌对战赛,玩家030,2,胜,95
2026-02-14,卡牌对战赛,玩家040,1,胜,76
2026-02-14,卡牌对战赛,玩家020,1,负,76
2026-02-14,卡牌对战赛,玩家005,1,负,76
2026-02-14,卡牌对战赛,玩家048,1,胜,76
2026-02-14,卡牌对战赛,玩家035,1,平,76
2026-02-14,卡牌对战赛,玩家027,1,胜,76
2026-02-14,卡牌对战赛,玩家050,1,平,76
2026-02-14,卡牌对战赛,玩家016,1,平,76
2026-02-14,卡牌对战赛,玩家040,4,平,37
2026-02-14,卡牌对战赛,玩家048,4,平,37
2026-02-14,卡牌对战赛,玩家032,4,胜,37
2026-02-14,卡牌对战赛,玩家016,4,胜,37
2026-02-14,卡牌对战赛,玩家020,4,平,37
2026-02-14,卡牌对战赛,玩家004,4,胜,37
2026-02-15,卡牌对战赛,玩家047,5,平,92
2026-02-15,卡牌对战赛,玩家035,5,负,92
2026-02-15,卡牌对战赛,玩家050,5,负,92
2026-02-15,卡牌对战赛,玩家033,5,平,92
2026-02-15,卡牌对战赛,玩家006,5,负,92
2026-02-15,卡牌对战赛,玩家024,5,胜,92
2026-02-15,卡牌对战赛,玩家033,5,胜,57
2026-02-15,卡牌对战赛,玩家047,5,负,57
2026-02-15,卡牌对战赛,玩家035,5,平,57
2026-02-15,卡牌对战赛,玩家050,5,胜,57
2026-02-15,卡牌对战赛,玩家005,1,负,100
2026-02-15,卡牌对战赛,玩家050,1,平,100
2026-02-15,卡牌对战赛,玩家047,1,负,100
2026-02-15,卡牌对战赛,玩家006,1,负,100
2026-02-15,卡牌对战赛,玩家043,1,负,100
2026-02-15,卡牌对战赛,玩家035,1,负,100
2026-02-15,卡牌对战赛,玩家034,1,平,100
2026-02-15,卡牌对战赛,玩家033,1,胜,100
2026-02-15,卡牌对战赛,玩家006,2,平,56
2026-02-15,卡牌对战赛,玩家034,2,胜,56
2026-02-15,卡牌对战赛,玩家024,2,胜,56
2026-02-15,卡牌对战赛,玩家035,2,胜,56
2026-02-15,卡牌对战赛,玩家033,2,胜,56
2026-02-15,卡牌对战赛,玩家005,2,平,56
2026-02-15,卡牌对战赛,玩家043,2,胜,56
2026-02-15,卡牌对战赛,玩家047,2,负,97
2026-02-15,卡牌对战赛,玩家006,2,平,97
2026-02-15,卡牌对战赛,玩家043,2,胜,97
2026-02-15,卡牌对战赛,玩家050,2,负,97
2026-02-15,卡牌对战赛,玩家034,2,平,97
2026-02-15,卡牌对战赛,玩家024,2,负,97
2026-02-15,卡牌对战赛,玩家035,2,平,97
2026-02-16,节日特别场,玩家005,4,负,93
2026-02-16,节日特别场,玩家023,4,平,93
2026-02-16,节日特别场,玩家047,4,胜,93
2026-02-16,节日特别场,玩家016,4,平,93
2026-02-16,节日特别场,玩家047,5,平,24
2026-02-16,节日特别场,玩家016,5,负,24
2026-02-16,节日特别场,玩家005,5,平,24
2026-02-16,节日特别场,玩家023,5,负,24
2026-02-16,节日特别场,玩家047,1,平,113
2026-02-16,节日特别场,玩家016,1,平,113
2026-02-16,节日特别场,玩家023,1,负,113
2026-02-16,节日特别场,玩家005,1,负,113
2026-02-16,节日特别场,玩家023,5,平,107
2026-02-16,节日特别场,玩家047,5,平,107
2026-02-16,节日特别场,玩家005,5,平,107
2026-02-16,节日特别场,玩家016,5,负,107
2026-02-16,节日特别场,玩家016,5,平,78
2026-02-16,节日特别场,玩家047,5,负,78
2026-02-16,节日特别场,玩家023,5,平,78
2026-02-16,节日特别场,玩家005,5,平,78
2026-02-16,家庭桌游日,玩家022,4,平,113
2026-02-16,家庭桌游日,玩家012,4,负,113
2026-02-16,家庭桌游日,玩家023,4,胜,113
2026-02-16,家庭桌游日,玩家042,4,平,113
2026-02-16,家庭桌游日,玩家035,4,负,113
2026-02-16,家庭桌游日,玩家012,5,负,56
2026-02-16,家庭桌游日,玩家023,5,胜,56
2026-02-16,家庭桌游日,玩家022,5,胜,56
2026-02-16,家庭桌游日,玩家035,5,平,56
2026-02-16,家庭桌游日,玩家042,5,胜,56
2026-02-16,家庭桌游日,玩家035,3,胜,114
2026-02-16,家庭桌游日,玩家022,3,平,114
2026-02-16,家庭桌游日,玩家012,3,胜,114
2026-02-16,家庭桌游日,玩家042,3,平,114
2026-02-16,家庭桌游日,玩家023,3,平,114
2026-02-16,家庭桌游日,玩家022,2,平,43
2026-02-16,家庭桌游日,玩家035,2,胜,43
2026-02-16,家庭桌游日,玩家042,2,负,43
2026-02-16,家庭桌游日,玩家023,2,胜,43
2026-02-16,家庭桌游日,玩家012,2,胜,43
2026-02-17,深夜桌游局,玩家045,2,胜,41
2026-02-17,深夜桌游局,玩家017,2,平,41
2026-02-17,深夜桌游局,玩家020,2,平,41
2026-02-17,深夜桌游局,玩家035,2,负,41
2026-02-17,深夜桌游局,玩家049,2,胜,41
2026-02-17,深夜桌游局,玩家031,2,平,41
2026-02-17,深夜桌游局,玩家046,2,负,41
2026-02-17,深夜桌游局,玩家047,1,负,58
2026-02-17,深夜桌游局,玩家046,1,平,58
2026-02-17,深夜桌游局,玩家017,1,平,58
2026-02-17,深夜桌游局,玩家020,1,胜,58
2026-02-17,深夜桌游局,玩家049,4,负,56
2026-02-17,深夜桌游局,玩家033,4,负,56
2026-02-17,深夜桌游局,玩家048,4,平,56
2026-02-17,深夜桌游局,玩家023,4,负,56
2026-02-17,深夜桌游局,玩家045,4,平,56
2026-02-17,深夜桌游局,玩家021,4,平,56
2026-02-17,深夜桌游局,玩家003,4,胜,56
2026-02-17,深夜桌游局,玩家031,1,平,103
2026-02-17,深夜桌游局,玩家045,1,负,103
2026-02-17,深夜桌游局,玩家033,1,负,103
2026-02-17,深夜桌游局,玩家047,1,平,103
2026-02-17,深夜桌游局,玩家048,1,平,103
2026-02-17,深夜桌游局,玩家023,1,胜,103
2026-02-17,深夜桌游局,玩家019,1,平,103
2026-02-17,深夜桌游局,玩家017,1,平,103
2026-02-17,深夜桌游局,玩家023,5,平,21
2026-02-17,深夜桌游局,玩家035,5,胜,21
2026-02-17,深夜桌游局,玩家047,5,胜,21
2026-02-17,深夜桌游局,玩家049,5,胜,21
2026-02-17,深夜桌游局,玩家033,5,负,21
2026-02-17,深夜桌游局,玩家050,1,胜,24
2026-02-17,深夜桌游局,玩家046,1,平,24
2026-02-17,深夜桌游局,玩家031,1,胜,24
2026-02-17,深夜桌游局,玩家004,1,胜,24
2026-02-17,深夜桌游局,玩家049,1,平,24
2026-02-17,深夜桌游局,玩家048,1,平,24
2026-02-17,深夜桌游局,玩家017,1,胜,24
2026-02-17,深夜桌游局,玩家023,1,平,24
2026-02-17,狼人杀之夜,玩家021,1,平,102
2026-02-17,狼人杀之夜,玩家028,1,胜,102
2026-02-17,狼人杀之夜,玩家029,1,胜,102
2026-02-17,狼人杀之夜,玩家023,1,平,102
2026-02-17,狼人杀之夜,玩家020,2,负,55
2026-02-17,狼人杀之夜,玩家040,2,平,55
2026-02-17,狼人杀之夜,玩家029,2,平,55
2026-02-17,狼人杀之夜,玩家012,2,负,55
2026-02-17,狼人杀之夜,玩家023,2,负,55
2026-02-17,狼人杀之夜,玩家046,2,胜,55
2026-02-18,深夜桌游局,玩家048,3,负,53
2026-02-18,深夜桌游局,玩家037,3,胜,53
2026-02-18,深夜桌游局,玩家024,3,负,53
2026-02-18,深夜桌游局,玩家016,3,胜,53
2026-02-18,深夜桌游局,玩家025,4,胜,33
2026-02-18,深夜桌游局,玩家048,4,平,33
2026-02-18,深夜桌游局,玩家042,4,负,33
2026-02-18,深夜桌游局,玩家024,4,胜,33
2026-02-18,深夜桌游局,玩家037,4,平,33
2026-02-19,策略桌游会,玩家009,4,负,52
2026-02-19,策略桌游会,玩家005,4,胜,52
2026-02-19,策略桌游会,玩家037,4,负,52
2026-02-19,策略桌游会,玩家025,4,胜,52
2026-02-19,策略桌游会,玩家018,4,平,52
2026-02-19,策略桌游会,玩家008,4,平,52
2026-02-19,策略桌游会,玩家002,1,负,62
2026-02-19,策略桌游会,玩家042,1,平,62
2026-02-19,策略桌游会,玩家034,1,胜,62
2026-02-19,策略桌游会,玩家008,1,平,62
2026-02-19,三国杀争霸,玩家012,4,负,108
2026-02-19,三国杀争霸,玩家013,4,胜,108
2026-02-19,三国杀争霸,玩家011,4,平,108
2026-02-19,三国杀争霸,玩家033,4,平,108
2026-02-19,三国杀争霸,玩家048,4,负,108
2026-02-19,三国杀争霸,玩家020,4,负,108
2026-02-19,三国杀争霸,玩家015,4,平,108
2026-02-19,三国杀争霸,玩家020,3,负,78
2026-02-19,三国杀争霸,玩家008,3,平,78
2026-02-19,三国杀争霸,玩家013,3,胜,78
2026-02-19,三国杀争霸,玩家011,3,胜,78
2026-02-19,三国杀争霸,玩家041,3,平,78
2026-02-19,三国杀争霸,玩家033,3,胜,78
2026-02-19,三国杀争霸,玩家009,3,负,78
2026-02-19,三国杀争霸,玩家013,2,负,100
2026-02-19,三国杀争霸,玩家012,2,平,100
2026-02-19,三国杀争霸,玩家011,2,胜,100
2026-02-19,三国杀争霸,玩家041,2,胜,100
2026-02-19,三国杀争霸,玩家024,2,胜,100
2026-02-19,三国杀争霸,玩家008,2,胜,100
2026-02-19,三国杀争霸,玩家048,1,胜,77
2026-02-19,三国杀争霸,玩家024,1,胜,77
2026-02-19,三国杀争霸,玩家012,1,负,77
2026-02-19,三国杀争霸,玩家011,1,胜,77
2026-02-19,三国杀争霸,玩家033,1,负,77
2026-02-19,三国杀争霸,玩家045,1,平,77
2026-02-19,三国杀争霸,玩家009,1,胜,77
2026-02-19,三国杀争霸,玩家013,1,负,77
2026-02-19,三国杀争霸,玩家009,1,平,106
2026-02-19,三国杀争霸,玩家008,1,胜,106
2026-02-19,三国杀争霸,玩家013,1,平,106
2026-02-19,三国杀争霸,玩家033,1,平,106
2026-02-19,三国杀争霸,玩家024,1,胜,106
2026-02-20,卡牌对战赛,玩家037,1,平,51
2026-02-20,卡牌对战赛,玩家021,1,平,51
2026-02-20,卡牌对战赛,玩家026,1,胜,51
2026-02-20,卡牌对战赛,玩家029,1,胜,51
2026-02-20,卡牌对战赛,玩家042,1,胜,51
2026-02-20,卡牌对战赛,玩家029,1,胜,33
2026-02-20,卡牌对战赛,玩家046,1,负,33
2026-02-20,卡牌对战赛,玩家037,1,平,33
2026-02-20,卡牌对战赛,玩家009,1,平,33
2026-02-20,卡牌对战赛,玩家047,1,胜,33
2026-02-20,卡牌对战赛,玩家042,1,胜,33
2026-02-20,桌游嘉年华,玩家023,4,胜,47
2026-02-20,桌游嘉年华,玩家049,4,平,47
2026-02-20,桌游嘉年华,玩家020,4,胜,47
2026-02-20,桌游嘉年华,玩家046,4,负,47
2026-02-20,桌游嘉年华,玩家011,4,胜,47
2026-02-20,桌游嘉年华,玩家021,4,胜,47
2026-02-20,桌游嘉年华,玩家023,3,胜,76
2026-02-20,桌游嘉年华,玩家011,3,平,76
2026-02-20,桌游嘉年华,玩家015,3,胜,76
2026-02-20,桌游嘉年华,玩家049,3,胜,76
2026-02-20,桌游嘉年华,玩家034,3,胜,76
2026-02-20,桌游嘉年华,玩家049,5,平,31
2026-02-20,桌游嘉年华,玩家020,5,平,31
2026-02-20,桌游嘉年华,玩家021,5,平,31
2026-02-20,桌游嘉年华,玩家023,5,负,31
2026-02-20,桌游嘉年华,玩家046,5,负,31
2026-02-20,桌游嘉年华,玩家015,5,平,31
2026-02-20,桌游嘉年华,玩家034,5,负,31
2026-02-21,狼人杀之夜,玩家010,2,平,42
2026-02-21,狼人杀之夜,玩家011,2,平,42
2026-02-21,狼人杀之夜,玩家038,2,胜,42
2026-02-21,狼人杀之夜,玩家042,2,平,42
2026-02-21,狼人杀之夜,玩家033,2,胜,42
2026-02-21,狼人杀之夜,玩家033,4,胜,44
2026-02-21,狼人杀之夜,玩家011,4,平,44
2026-02-21,狼人杀之夜,玩家047,4,胜,44
2026-02-21,狼人杀之夜,玩家042,4,平,44
2026-02-21,狼人杀之夜,玩家010,4,负,44
2026-02-21,狼人杀之夜,玩家038,4,平,44
2026-02-21,狼人杀之夜,玩家038,5,胜,34
2026-02-21,狼人杀之夜,玩家042,5,平,34
2026-02-21,狼人杀之夜,玩家011,5,负,34
2026-02-21,狼人杀之夜,玩家033,5,负,34
2026-02-21,狼人杀之夜,玩家010,5,胜,34
2026-02-21,周末欢乐局,玩家042,1,负,52
2026-02-21,周末欢乐局,玩家003,1,平,52
2026-02-21,周末欢乐局,玩家006,1,负,52
2026-02-21,周末欢乐局,玩家050,1,胜,52
2026-02-21,周末欢乐局,玩家003,1,胜,85
2026-02-21,周末欢乐局,玩家006,1,胜,85
2026-02-21,周末欢乐局,玩家042,1,胜,85
2026-02-21,周末欢乐局,玩家050,1,平,85
2026-02-21,周末欢乐局,玩家042,4,胜,49
2026-02-21,周末欢乐局,玩家003,4,负,49
2026-02-21,周末欢乐局,玩家006,4,胜,49
2026-02-21,周末欢乐局,玩家050,4,胜,49
2026-02-22,深夜桌游局,玩家043,4,胜,82
2026-02-22,深夜桌游局,玩家042,4,负,82
2026-02-22,深夜桌游局,玩家041,4,胜,82
2026-02-22,深夜桌游局,玩家004,4,胜,82
2026-02-22,深夜桌游局,玩家031,4,平,82
2026-02-22,深夜桌游局,玩家043,4,平,44
2026-02-22,深夜桌游局,玩家026,4,负,44
2026-02-22,深夜桌游局,玩家002,4,负,44
2026-02-22,深夜桌游局,玩家042,4,胜,44
2026-02-22,深夜桌游局,玩家004,4,负,44
2026-02-22,深夜桌游局,玩家041,2,负,79
2026-02-22,深夜桌游局,玩家020,2,负,79
2026-02-22,深夜桌游局,玩家002,2,胜,79
2026-02-22,深夜桌游局,玩家011,2,负,79
2026-02-23,周末欢乐局,玩家008,3,平,72
2026-02-23,周末欢乐局,玩家045,3,负,72
2026-02-23,周末欢乐局,玩家025,3,胜,72
2026-02-23,周末欢乐局,玩家019,3,平,72
2026-02-23,周末欢乐局,玩家011,3,负,72
2026-02-23,周末欢乐局,玩家004,3,负,72
2026-02-23,周末欢乐局,玩家018,3,负,72
